ID,question,answer,category,type,points
3166,"Welcher Harald erhielt den Deutschen Fernsehpreis 2020 in der Rubrik ""Bestes Infotainment""?",Lesch,,,
3167,Welche Raubkatze ist ein Nationaltier Indiens?,(Königs-)Tiger Bengalischer Tiger,,,
3168,Der Ätna ist Europas höchster aktiver ...?,Vulkan,,,
3169,"Das Wort ""Borussia"" geht auf den Namen welches früheren Staates zurück?",Preußen,,,
3170,"Welcher Wolfgang schrieb das Theaterstück ""Draußen vor der Tür""?",Borchert,,,
3171,Einen rücksichtslosen Skifahrer bezeichnet man angelehnt an das weibliche Schwein als eine ...?,Pistensau,,,
3172,"Was für ein Landsmann ist Guillermo del Toro, der oscarprämierte Regisseur von ""The Shape of Water""?",Mexikaner,,,
3173,"Welcher Bastian schrieb die sprachkritische Bestsellerreihe ""Der Dativ ist dem Genitiv sein Tod""?",Sick,,,
3174,"Listet man die Amtssprachen der Europäischen Union alphabetisch auf, steht welche Sprache an letzter Stelle?",Ungarisch,,,
3175,Schon 1885 haben deutsche Ingenieure mit dem Reitwagen den Vorläufer welches zweirädigen Fahrzeugs erfunden?,"Motorrad Mofa, Moped",,,
3176,Wie hoch ist die Prozenthürde bei Landtagswahlen?,5%,,,
3177,"Welches Tier schläft in der ""Sasse""?",Feldhase Hase,,,
3178,Wie viele Monate liegen zwischen August und Dezember?,3,,,
3179,Welche Weltreligion geht auf Abul Kasim Muhammad Ibn Abd Allah zurück?,Islam,,,
3180,"In welchem Jahrhundert reisten die Pilgerväter mit der ""Mayflower"" von England nach Amerika?",17. Jahrhundert,,,
3181,Wie heißt der elfte Monat im Kalenderjahr?,November,,,
3182,Welcher Kirchenstaat wurde 1929 gegründet?,Vatikan Staat der Vatikanstadt,,,
3183,"""Nur wer die Sehnsucht kennt, weiß, was ich leide! Allein und abgetrennt von aller Freude"" stammt aus einem Gedicht von ...?",Johann Wolfgang von Goethe,,,
3184,Das Weinbaugebiet Médoc befindet sich an welchem Mündungstrichter?,Gironde,,,
3185,"Wer sehr lange braucht, um etwas zu begreifen, steht redensartlich auf der ...?",Leitung,,,
3186,"Welcher Ingmar verfilmte in den 70ern Mozarts Oper ""Die Zauberflöte""?",Bergman,,,
3187,Welches Land gewann mit dem Mixed-Team bei der Nordischen Ski-WM 2021 Gold im Skispringen?,Deutschland,,,
3188,Wer gilt laut Genesis als der Stammvater der Moabiter und Ammoniter?,Lot,,,
3189,Als Urknall bezeichnet man in der Astrophysik den Anfang des ...?,"Universums Kosmos, Weltalls",,,
3190,Von welchem Arzt bekommt man eine Knirschschiene verschrieben?,"Zahnarzt Dentist, Kieferchirurg",,,
3191,In welcher italienischen Metropole befindet sich die Dominikanerkirche Santa Maria delle Grazie?,Mailand,,,
3192,"Welcher Dieter moderierte gemeinsam mit Alfred Biolek die Talkshow ""Kölner Treff""?",Thoma,,,
3193,Zu welchen Reptilien gehört die Anakonda?,"Schlangen Riesenschlangen, Boaschlangen, Boas, Würgeschlangen",,,
3194,Was für ein Gewässer ist die Wutach?,"Fluss Strom, Fließgewässer",,,
3195,Welcher Ausdruck für einenselbstverliebten Menschen erinnert an eine Blume?,Narziss NICHT Narzisse,,,
3196,"Welcher George komponierte die ""Rhapsody In Blue""?",Gershwin,,,
3197,"Als was für eine Ratte bezeichnet man scherzhaft eine Person, die sich gern im kühlen Nass aufhält?",Wasserratte,,,
3198,"Was für ein Landsmann ist Bong Joon-ho, der Regisseur des oscarprämierten Films ""Parasite""?",(Süd-)Koreaner,,,
3199,"Seine Lebensgeschichte erzählt im Buch ""9 Tage wach"" der Schauspieler Eric ...?",Stehfest,,,
3200,"Listet man die Amtssprachen der Europäischen Union alphabetisch auf, steht welche Sprache an erster Stelle?",Bulgarisch,,,
3201,"Als welchen Pelz bezeichnet man eine Person, die nicht gerne arbeitet?",Faulpelz,,,
3202,"""Empty Sky"" heißt das 1969er-Debütalbum von Elton ...?",John,,,
3203,Auf welcher Ostseeinsel kann der Leuchtturm Dornbusch besichtigt werden?,Hiddensee,,,
3204,Welches Land erklärte nach dem Abzug der britischen Truppen am 14. Mai 1948 seine Unabhängigkeit?,Israel,,,
3205,Ein riesiger Bundesadler hängt in welchem deutschen Parlament?,Deutscher Bundestag Bundestag,,,
3206,"Wer spielt in ""Once Upon a Time in Hollywood"" das Stunt-Double Cliff Booth?",Brad Pitt,,,
3207,Das Logo welches badischen Fußballvereins ziert der Zähringer Greif?,SC Freiburg,,,
3208,Welche Kraft berechnet man im Physikunterricht aus dem Produkt von Masse mal Fallbeschleunigung?,Gewicht(-skraft) F von G,,,
3209,Mesopotamien in Vorderasien bezeichnet man auch als Zwei-...?,"Stromland Zweistromland, Zweistromland zwischen Euphrat und Tigris",,,
3210,Thea Musgrave schrieb eine Oper über den südamerikanischen Unabhängigkeitskämpfer Simón ...?,Bolívar,,,
3211,In der Hauptstadt welches Bundeslandes befindet sich der Jahrtausendturm?,Sachsen-Anhalt,,,
3212,"Welcher Bundespräsident ist in Brakelsiek, NRW, aufgewachsen?",Frank-Walter Steinmeier,,,
3213,Welcher heutige Staat hat einen Vorgänger in der Weimarer Republik?,Bundesrepublik Deutschland,,,
3214,"Wenn ein Unternehmen Insolvenz anmeldet, ist es zahlungs-...?",unfähig zahlungsunfähig,,,
3215,In der Physik sind 1 Bar gleich 1.000 ...?,Millibar,,,
3216,"In welchem europäischen Land liegt das Sternenstädtchen, eine Trainingsstätte für Astronauten?",Russland Russische Föderation,,,
3217,Nach einem Triathlon fallen einige erschöpft im Ziel auf den Boden und strecken alle viere ...?,von sich,,,
3218,"Wenn man etwas frittiert, braucht man dazu auf jeden Fall heißes ...?",Fett Öl,,,
3219,Mit welchem Zeitalter beschäftigt sich ein Mediävist?,Mittelalter,,,
3220,"Welches Organ ermöglicht es Fischen, im Wasser zu schweben?",Schwimmblase,,,
3221,"Der ""Brief an die Römer"" findet sich in welchem heiligen Buch?",Bibel,,,
3222,Welche ist die flächenmäßig größte Trockenwüste derErde?,Sahara,,,
3223,Wie hieß der letzte König der Franzosen?,Louis-Philippe I. Bürgerkönig,,,
3224,"In welcher bayerischen Stadt spielt die ARD-Krimiserie ""Watzmann ermittelt""?",Berchtesgarden,,,
3225,In welchem Land liegt der Wallfahrtsort Einsiedeln?,Schweiz,,,
3226,Ein Ass hat man umgangssprachlich in welchem Teil des Hemdes?,Ärmel,,,
3227,"""I'll Be Missing You"" ist ein Welthit von Puff ...?",Daddy,,,
3228,Auf welcher nordfriesischen Insel steht der Wyker Glockenturm?,Föhr,,,
3229,Welches Land wurde zu Beginn des 15. Jahrhunderts durch Karavellen zu einer einflußreichen Seefahrernation?,Portugal,,,
3230,Ludwig Erhard gilt als Vater welcher Form der Marktwirtschaft?,Soziale Marktwirtschaft,,,
3231,"Wer spielt in ""Once Upon a Time in Hollywood"" den TV-Darsteller Rick Dalton?",Leonardo DiCaprio,,,
3232,Im Logo welches westfälischen Fußballvereins flattert ein Fähnchen mit einem A?,Arminia Bielefeld,,,
3233,Welche Sphäre ist die Gesamtheit der Vorkommen festen Wassers auf einem Himmelskörper?,Kryosphäre,,,
3234,"Tibet nennt man auch das ""Dach der ...""?",Welt,,,
3235,Welches Werk von Antonio Vivaldi heißt wie die meteorologische Einteilung des Jahres?,Die vier Jahreszeiten Le quattro stagioni,,,
3236,"In welchem Bundesland befindet sich die ""königliche Villa"" Schloss Linderhof?",Bayern,,,
3237,Wer wurde im März 2018 Chef des Bundeskanzleramts?,Helge Braun,,,
3238,In welcher Stadt krönte sich Napoleon 1804 selbst zum Kaiser?,Paris,,,
3239,Welchem Amt geben Steuerpflichtige ihre Steuererklärung ab?,"Finanzamt Finanzbehörde, Steuerverwaltung",,,
3240,Wie viele Teiler hat die Zahl 49?,3,,,
3241,"Welches Land schickte im Juli 2020 die Sonde ""Al-Amal"" zum Mars?",Vereinigte Arabische Emirate,,,
3242,"Wer widersprüchliche Anweisungen gibt, sagt redensartlich einmal hü und einmal ...?",hott,,,
3243,Welche Flüssigkeit braucht man beim Blanchieren in der Küche auf jeden Fall?,Wasser,,,
3244,Wie nennt man den Glashauseffekt auch?,Treibhauseffekt,,,
3245,"Wenn alle herzhaft lachen, dann bleibt redensartlich kein Auge ...?",trocken,,,
3246,"Von welchem Bundeskanzler stammt das Zitat ""Nicht rauchen, nicht trinken  langweilige Menschen""?",Helmut Schmidt,,,
3247,In welcher deutschen Stadt fand das Finale der Europa League 2020 statt?,Köln,,,
3248,"Welcher Weltklasseläufer war als ""der fliegende Finne"" bekannt?",Paavo Nurmi,,,
3249,Aus welchem Land stammt Champagner?,Frankreich,,,
3250,Was kommt laut einem reimenden Sprichwort oft?,Unverhofft,,,
3251,Wie viele Milliliter entsprechen einem Hektoliter?,100.000,,,
3252,Am 27. März 1845 in Lennep kam welcher Physiker und Nobelpreisträger zur Welt?,Wilhelm Conrad Röntgen,,,
3253,An welchem Fluss steht der Berliner Dom?,Spree,,,
3254,In welchem Land spielt die Geschichte der Zeichentrickheldin Mulan?,China Chinesisches Kaiserreich,,,
3255,"Wie nennt man das Aal-Gericht, bei dem der Aal mit heißem Essig übergossen wurde?",Aal blau,,,
3256,In welcher TV-Serie trat Til Schweiger 1990 erstmals als Schauspieler auf?,Lindenstraße,,,
3257,"In Mozarts ""Die Zauberflöte"" verirrt sich Prinz Tamino in das Reich der Königin der ...?",Nacht,,,
3258,Bei einer Fahrt die Donau flussabwärts fährt man zuletzt durch welche deutsche Stadt?,Passau,,,
3259,Aus welchem Land stammt das Model Irina Shayk?,"Russland UdSSR, Sowjetunion, Russische Föderation",,,
3260,Der 2021 verstorbene Idriss Déby war seit 1990 Präsident welches afrikanischen Landes?,Tschad,,,
3261,In welchen Monat fiel Karneval 2021?,Februar,,,
3262,"Welche Republik versah ihre Exportwaren mit der Aufschrift ""Made in GDR""?",Deutsche Demokratische Republik DDR,,,
3263,In welchem Film aus dem Jahr 1997 ermitteln Agent K und Agent J?,Men in Black,,,
3264,Welchen Planeten umkreist der Mond Ariel?,Uranus,,,
3265,Zwerge werden häufig dargestellt mit einem langen oder spitz zulaufenden ...?,Bart Hut,,,
3266,"Welche Biene nennen englische Kinder ""bumblebee""?",Hummel,,,
3267,Was für ein Tier ist der Weberknecht?,Spinnentier Spinnenartige (Spinne: falsch),,,
3268,"Wie heißt beim Tischtennis der Griff, bei dem man den Schläger zwischen dem Daumen und den übrigen Fingern hält?",Shakehand (-Griff) Handschlaggriff,,,
3269,"Bei völligem Desinteresse und keinerlei Lust auf etwas hat man umgangssprachlich ""null ...""?",Bock,,,
3270,"Sprichwörtlich heißt es: ""Ohne Schweiß kein ...""?",Preis,,,
3271,Wer war 1990 beim WM-Sieg der deutschen Fußball-Nationalmannschaft Bundeskanzler?,Helmut Kohl,,,
3272,In welchem US-Bundesstaat fand 2020 der 54. Super Bowl statt?,Florida,,,
3273,"Welcher britische Boxweltmeister wird ""Gypsy King"" genannt?",Tyson Fury,,,
3274,In welchem Land liegt das Weinbaugebiet Loire?,Frankreich,,,
3275,"Wer eine bereits erfolgreiche Sache nachahmt, der springt redensartlich worauf auf?",Zug (auf den) fahrenden Zug,,,
3276,Wie viele Kubikzentimeter entsprechen einem Kubikmeter?,1.000.000,,,
3277,Den mittelalterlichen Mathematiker Fibonacci kannte man auch als Leonardo da ...?,Pisa,,,
3278,Auf welchem Kontinent steht der Tadsch Mahal?,Asien,,,
3279,"Schaut man man des Nachts in der Wüste in den Himmel, so sieht man tausende ...?","Sterne leuchtende Punkte, Lichtpunkte",,,
3280,Die einzigen Nachbarländer Estlands sind Lettland und ...?,Russland die Russische Föderation,,,
3281,Auf welcher Formel-1-Rennstrecke wird der Große Preis von Belgien ausgetragen?,Spa-Francorchamps,,,
3282,Wer ist in der griechischen Mythologie der Vater des Titanen Hyperion?,Uranos,,,
3283,Wie heißt die berühmteste sprechende Ente der Welt?,Donald Duck,,,
3284,Welches Rechenzeichen schreibt man auch als Doppelpunkt?,"Division Geteilt durch, Divisionszeichen",,,
3285,"Welcher Bernhard veröffentlichte 2020 den Kurzgeschichtenband ""Abschiedsfarben""?",Schlink,,,
3286,Das erste namentlich bekannte Volk Mitteleuropas waren die ...?,Kelten,,,
3287,Welche Fußballmannschaft gewann 2020 den UEFA-Supercup?,FC Bayern München,,,
3288,"Mit welchem Finger der rechten Hand schreibt man beim Zehnfingersystem den Buchstaben ""L""?",Ringfinger,,,
3289,Welche britische Exklave zählt seit 2021 zum Schengenraum?,Gibraltar,,,
3290,"Welche Schweizer Stadt durfte sich über den Titel ""Opernhaus des Jahres"" 2020 freuen?",Genf,,,
3291,"Wer künstlerisch inspiriert ist, wurde wohl von der Muse ...?",geküsst,,,
3292,Gloster heißt eine Sorte welches Obstes?,Apfel,,,
3293,Welcher zentrale Himmelskörper hat eine Korona?,Sonne,,,
3294,In welchem Bundesland kann man die Gemeinde Quierschied besuchen?,Saarland,,,
3295,"""Nach Hause telefonieren!"", heißt es im Spielberg-Film ""E.T. - Der ...""?","Außerirdische ""E.T. - der Außerirdische""",,,
3296,"Welches kurze Wort mit scharfem ""ß"" benennt den Verbrennungsrückstand von Kohle?",Ruß,,,
3297,"Ein Roman des Briten Nick Hornby trägt auch im Deutschen den Titel ""A Long Way ...""?",Down,,,
3298,Welcher griechische Fruchtbarkeitsgott wird von dämonischen Mischwesen namens Satyrn begleitet?,Dionysos,,,
3299,Manche Leute sind so grundverschieden wie Feuer und ...?,Wasser,,,
3300,Wie heißt der bedeutende deutsche Künstler und Fotograf Ruff mit Vornamen?,Thomas,,,
3301,Mit bis zu wie vielen Spielern kann man sternförmiges Halma spielen?,6,,,
3302,Welcher Vittorio war Architekt und verstarb 2020 im Alter von 92 Jahren?,Gregotti Vittorio Gregotti,,,
3303,Mit abschreckenden Maßnahmen statuiert man ein ...?,Exempel,,,
3304,Welche Shakespeare-Tragödie spielt in der Stadt Verona?,Romeo & Julia,,,
3305,Welche Himmelsrichtung liegt auf einem Kompass direkt gegenüber von Norden?,Süden,,,
3306,Die einzigen Nachbarländer Bangladeschs sind Myanmar und ...?,Indien,,,
3307,Auf welcher Formel-1-Rennstrecke wird der Große Preis von Ungarn ausgetragen?,Hungaroring,,,
3308,Wer ist in der griechischen Mythologie die Mutter der Titanin Theia?,Gaia,,,
3309,Wie heißt die berühmteste Maus der Welt?,Micky Maus,,,
3310,Welche Grundrechenart ist das Gegenteil von Multiplizieren?,"Dividieren Division, Teilen, Geteilt rechnen",,,
3311,"Welche Christa schrieb die Erzählung ""Kein Ort. Nirgends""?",Wolf,,,
3312,"Marie-Antoinette war die Ehefrau von König Ludwig, dem ...?",16.,,,
3313,Wer wurde 2020 zum siebten Mal Formel-1-Weltmeister?,Lewis Hamilton,,,
3314,"Mit welchem Finger der linken Hand schreibt man beim Zehnfingersystem den Buchstaben ""F""?",(Linker) Zeigefinger,,,
3315,Welches an Brasilien grenzende Gebiet gehört zur EU?,Französisch-Guayana,,,
3316,"Welche deutsche Stadt durfte sich über den Titel ""Opernhaus des Jahres"" 2020 freuen?",Frankfurt am Main,,,
3317,Alte Witze haben redensartlich einen langen ...?,Bart,,,
3318,Welche Frucht gibt es als Sorte Red Delicious?,Apfel Äpfel,,,
3319,Welcher der acht Planeten besitzt eine Biosphäre?,Erde Unser Planet,,,
3320,"Wer die Kleinstadt Meersburg durchquert, befindet sich in welchem Bundesland?",Baden-Württemberg,,,
3321,"Ein Film mit Jack Nicholson heißt ""Wenn der Postmann zweimal ...""?",klingelt,,,
3322,Welches Wort bezeichnet die staatliche Kontrolle der Presse sowie die Benotung in der Schule?,Zensur,,,
3323,"Mario Giordano schrieb den Bilderbuchklassiker ""Ein Huhn, ein Ei und viel ...""?",Geschrei,,,
3324,Wer stiehlt in der griechischen Mythologie den Göttern Nektar und Ambrosia und wird in den Tartaros verbannt?,Tantalos,,,
3325,"Jemand, der nicht sonderlich loyal ist, ist eine treulose ...?",Tomate,,,
3326,Wie heißt der für seine großformatigen Fotos bekannte Künstler Gursky mit Vornamen?,Andreas,,,
3327,Das Brettspiel Solitär hat 33 Löcher und wie viele Kugeln?,32,,,
3328,Wer ließ sich in den Alpen ein Königshaus mit Blick auf das Zugspitzmassiv errichten?,Ludwig II.,,,
3329,Was ist das wörtliche Gegenteil von Outdoor?,Indoor,,,
3330,Wer wurde 1993 Ministerpräsidentin und damit zur ersten Frau an der Spitze eines Bundeslandes?,Heide Simonis,,,
3331,Die Nidda mündet in welchen Fluss?,Main,,,
3332,"Welcher Berliner verfasste im 19. Jahrhundert das fünfbändige Werk ""Kosmos. Entwurf einer physischen Weltbeschreibung""?",Alexander von Humboldt,,,
3333,"""Ladies' Night"" war ein Hit von Kool & ...?",The Gang,,,
3334,"In welcher Leichtathletik-Disziplin ist die Sportlerin des Jahres 2020, Malaika Mihambo, Weltmeisterin geworden?",Weitsprung,,,
3335,Wer ist das griechische Pendant zur römischen Göttin Juno?,Hera,,,
3336,Die Geschichte der Gewerkschaft Solidarno?? begann 1980 mit der Besetzung der Werft welcher Stadt?,Danzig Gdansk,,,
3337,"In einem Westernfilm von 1990 ist Kevin Costner der, der mit wem tanzt?",Wolf,,,
3338,Der Sexualforscher Alfred Kinsey stammte aus welchem Land?,USA Vereinigte Staaten von Amerika,,,
3339,In welchem Bundesland kann man im Zeulenrodaer Meer baden?,Thüringen,,,
3340,Welcher Papst krönte Karl V. zum Kaiser des Heiligen Römischen Reiches deutscher Nation?,Clemens VII. Papst Clemens VII.,,,
3341,Wie heißen die beiden roten Farben im Kartenspiel?,Herz und Karo,,,
3342,Welchen Schlag erstellte man in einer Schreibmaschine mithilfe von Kohlepapier?,Durchschlag,,,
3343,Die Provinzen Saskatchewan und Prince Edward Island gehören zu welchem Land?,Kanada,,,
3344,"Welcher Walter spielte in der TV-Serie ""Polizeiinspektion 1"" 130 Folgen lang den Kommissar Franz Schöninger?",Sedlmayr,,,
3345,Wie nennt man die glühenden Stellen an der Grillkohle?,Glut,,,
3346,"Wer ein unbekanntes Wagnis eingeht, der wagt redensartlich den Sprung in welches Wasser?",Kaltes Wasser kalte,,,
3347,"Welcher Dramatiker schrieb ""Mein Leipzig lob' ich mir! Es ist ein klein Paris und bildet seine Leute""?",Johann Wolfgang von Goethe,,,
3348,Welches Land wurde 1935 der erste Basketball-Europameister?,Lettland,,,
3349,Das für seine Regionalausstellungen bekannte Altonaer Museum befindet sich in welcher Stadt?,Hamburg,,,
3350,"Das Gegenteil von ""tief schlafend"" ist ""hell-...""?",wach,,,
3351,Welcher Bundeskanzler ist in den 1880er-Jahren auf eine Knabenschule in Köln gegangen?,Konrad Adenauer,,,
3352,Wolfsburg liegt an welchem Weserzufluss?,Aller,,,
3353,"Welcher Philosoph schrieb 1752 die Erzählung ""Micromégas"", in der die Protagonisten zum Mars reisen?",Voltaire,,,
3354,"""Killers"" heißt ein Album der Heavy-Metal-Band Iron ...?",Maiden,,,
3355,In welchem Sport besiegte 2020 der Deutsche Dimitrij Ovtcharov den Weltranglisten-Ersten?,Tischtennis Pingpong,,,
3356,Wer ist das römische Pendant zur griechischen Göttin Aphrodite?,Venus,,,
3357,"In welcher europäischen Hauptstadt wurde die spätere Königin von Frankreich, Marie-Antoinette, geboren?",Wien,,,
3358,"Mit welchem Han bildet Prinzessin Leia in ""Star Wars"" ein Liebespaar?",Solo Han Solo,,,
3359,Der Psychologe Carl Gustav Jung stammte aus welchem Land?,Schweiz,,,
3360,Der Sachsenwald ist das größte geschlossene Waldgebiet in welchem Bundesland?,Schleswig-Holstein,,,
3361,Welcher niederländische Seefahrer erreichte im Jahr 1643 Tonga im Pazifischen Ozean?,Abel Tasman,,,
3362,Wie heißen die beiden schwarzen Farben im Kartenspiel?,Kreuz und Pik,,,
3363,"Welche runde, durchbohrte Scheibe legt man zwischen Schraubenkopf und Schraubenmutter?","Unterlegscheibe Beilagscheiben, Unterlagsscheiben",,,
3364,Die pazifischen Pitcairninseln gehören zu welchem europäischen Land?,"Großbritannien UK, Vereinigtes Königreich, England",,,
3365,Anatolien kennt man im Deutschen auch unter dem Namen Klein-...?,Asien Kleinasien,,,
